,08/09/2024,,10/09/2024,,15/09/2024,,18/09/2024,,19/09/2024,,23/09/2024,,30/09/2024,,04/10/2024,,12/10/2024,,10/10/2024,,15/10/2024,,15/10/2024,,23/10/2024,,23/10/2024,,25/10/2024,,25/10/2024,,03/11/2024,,07/11/2024,,10/11/2024,,16/11/2024,,16/11/2024,,21/11/2024,,24/11/2024,,24/11/2024,,28/11/2024,,04/12/2024,,04/12/2024,,05/12/2024,,09/12/2024,,13/12/2024,,15/12/2024,,18/12/2024,,22/12/2024,,26/12/2024,,28/12/2024,,30/12/2024,,30/12/2024,,06/01/2025,,09/01/2025,,16/01/2025,,17/01/2025,,21/01/2025,,22/01/2025,,22/01/2025,,27/01/2025,,27/01/2025,,29/01/2025,,30/01/2025,,30/01/2025,,02/02/2025,,02/02/2025,,02/02/2025,,04/02/2025,,08/02/2025,,08/02/2025,,08/02/2025,,08/02/2025,,13/02/2025,,16/02/2025,,19/02/2025,,26/02/2025,,28/02/2025,,01/03/2025,,02/03/2025,,03/03/2025,,03/03/2025,,03/03/2025,,05/03/2025,,06/03/2025,,09/03/2025,,09/03/2025,,09/03/2025,,11/03/2025,,11/03/2025,,14/03/2025,,19/03/2025,,19/03/2025,,20/03/2025,,26/03/2025,,30/03/2025,,30/03/2025,,31/03/2025,,03/04/2025,,05/04/2025,,07/04/2025,,12/04/2025,,16/04/2025,,20/04/2025,,26/04/2025,,28/04/2025,,28/04/2025,,04/05/2025,,05/05/2025,,02/05/2025,,09/05/2025,,16/05/2025,,17/05/2025,,20/05/2025,,28/05/2025,,28/05/2025,,06/06/2025,,06/06/2025,,11/06/2025,,13/06/2025,,18/06/2025,,05/07/2025,,05/07/2025,,08/07/2025,,08/07/2025,,08/07/2025,,10/07/2025,,15/07/2025,,22/07/2025,,27/07/2025,,28/07/2025,,28/07/2025,,04/08/2025,,04/08/2025,,30/08/2025,,01/09/2025,,11/09/2025,,11/09/2025,,16/09/2025,,21/09/2025,,26/09/2025,,01/10/2025,,01/10/2025,,02/10/2025,,08/10/2025,,08/10/2025,,08/10/2025,,08/10/2025,
Vegan Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,10pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,10pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamato Mix,,,,,,,,,,,,,,,,,,,,,,,,,5,0.600Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noodles Ramyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,0.120Kg,3.1,0.240Kg,,,,,,,,,,,,,,,,,,,3.1,0.240Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indomie Shrimp Noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,0.350Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yumyum Noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.120Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noodles Nongshim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,0.120Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Noodles Chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.200Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mama Noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.1Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.001Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.531Kg,,,,,,,,,,,,,0.73,0.456Kg,,,,,,,,,,,,,,,,,0.55,0.561Kg,,,0.59,0.602Kg,,,,,,,,,0.63,0.643Kg,,,,,,,,,,,,,0.42,0.429Kg,,,,,,,,,,,0.89,0.908Kg,,,,,,,,,0.95,0.965Kg,,,0.81,0.827Kg,1.16,1.184Kg,,,,,,,,,0.69,1Kg,,,0.99,1Kg,,,0.5,0.510Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1Kg,,,,,2.39,2Kg,,,,,,,,,,,,,2.15,2Kg,,,,,,,,,,,1.69,2Kg,,,,,0.59,1Kg,,,1.38,1.19Kg,,,,,,,,,0.89,1Kg,,,,,,
Small Onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.500Kg,,,,,,,,,,,,,,,,,,,,,0.99,0.500Kg,,,,,,,,,0.99,0.500Kg,,,,,,,,,,,,,0.99,0.500Kg,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.500Kg,,,,,,,,,0.99,0.500Kg,,,,,,,,,,,,,,,1.19,.5Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.350Kg,,,0.89,0.75Kg,,
Cherry Tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.5Kg,2.99,0.5Kg,,,,,,,,,2.99,0.5Kg,,,2.99,0.5Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,,,,,,,1.19,0.500Kg,,,,,,,,,,,,,,,,,,,,,1.99,0.750Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,0.700Kg,,,,,,,,,,,2.29,0.700Kg,,,,,,,,,,,,,,,,,,,,,2.29,0.750Kg,,,,,,,,,,,,,2.39,0.750Kg,,,,,,,,,,,,,,,,,,,,,,,,,1.44,0.580Kg,,,,,,,,,0.73,0.283Kg,,,,,,,,,1.98,0.767Kg,,,1.25,0.485Kg,1.09,0.423Kg,,,,,,,,,1.32,0.512Kg,1.35,0.523Kg,0.99,0.556Kg,,,1.27,0.492Kg,,,,,0.57,0.413Kg,,,,,,,,,,,0.72,0.303Kg,,,,,,,,,0.83,0.85Kg,,,,,2.59,0.75Kg,,,,,,,,,,,1.96,0.98Kg,,,,,,,2.39,1Kg,,,,,,,1.08,0.607Kg,,,1,0.633Kg,,,1.67,0.938Kg,,,1.25,0.7Kg,,,,,,,,,,,,
Carrots,,,,,,,,,,,,,,,,,,,0.99,0.500Kg,,,,,,,,,,,,,,,,,,,0.89,0.500Kg,,,,,,,,,,,,,,,,,,,0.89,0.500Kg,,,,,,,,,,,0.3,0.385Kg,,,,,,,,,0.39,0.331Kg,,,,,,,,,,,0.35,0.297Kg,,,,,,,,,,,,,0.33,0.280Kg,,,,,,,,,0.12,0.122Kg,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.256Kg,,,,,,,,,0.29,0.296Kg,,,,,,,,,,,,,,,,,0.32,0.327Kg,,,,,0.14,0.143Kg,,,,,,,0.12,0.1 Kg,,,,,,,0.14,0.1 Kg,,,,,,,,,0.13,0.1 Kg,0.12,0.122Kg,,,,,0.2,0.1Kg,,,,,,,,,,,0.14,0.143Kg,,,,,,,,,,,,,,,0.16,0.163Kg,,,0.17,0.174Kg,,,0.15,0.153Kg,0.15,0.153Kg,,,,,,,,,,,,,,
Baby Carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.5Kg,,,,,,,,,,,,,1.09,0.5Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiced Potato Wedges,,,,,,,,,,,,,,,,,,,1.29,.4Kg,,,,,,,,,,,,,,,,,1.99,1 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,1Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,,,,,1.49,0.200Kg,,,,,,,,,,,,,,,,,,,,,,,1.19,0.600Kg,,,,,,,,,1.28,0.600Kg,,,,,1.39,0.700Kg,,,1.15,0.500Kg,,,,,0.99,0.500Kg,0.97,0.700Kg,1.29,0.700Kg,,,0.99,0.500Kg,,,,,,,1.29,1Kg,,,,,,,,,,,,,,,,,,,,,1.59,1Kg,,,,,,,,,,,,,,,,,,,,,,,1.59,1Kg,,,,,,,,,,,,,1.59,1 Kilo,,,,,,,,,,,,,,,,,,,,,1.49,1Kg,,,1.59,1Kg,0.33,0.337Kg,,,,,,,,,0.99,1Kg,,,,,,,,,,,,,1.49,1Kg,,,,,,,,,,,1.59,1Kg,,,,,,,,,,,,,,,,,,,0.89,0.5Kg,,,,,,,,,1.19,0.25Kg,,,,,,,,,,,,,1.59,1Kg,,,,,,,,,,,,,,,,,,,,,,,,
Brinjal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1 pcs,,,,,,,,,0.79,1 pcs,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1 pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,1pc,,,,,,,,,,,,,,,,,,,0.69,1pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,3pcs,,,,,1.7,2pcs,,,,,,,,,,,,,2.05,3pcs,,,,,,,,,,,0.59,1pcs,1.18,2pcs,,,,,,,,,,,,,,,,,2.2,4pcs,,,1.65,3pcs,,
Green Chilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.060Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.026Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.082Kg,,,,,,,,,,,,,,,,,,,,,1.23,0.082Kg,,,,,,,,,,,,,,,,,,,,,,
Coriander Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.015Kg,,,,,,,,,,,0.99,0.015Kg,,,,,,,,,,,0.99,0.015Kg,,,,,,,,,0.99,0.015Kg,,,1.49,0.015Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.015Kg,0.5,0.05Kg,,,,,,,,,,,,,0.99,0.015Kg,,,,,,,,,,,,,,,,,,,0.99,0.015Kg,,,,,,,,,,,,,,,,,,,,,0.99,0.015Kg,,,,,,,,,,,,,,,,,,,,,,,0.4,0.05Kg,,,,,,,,,,,,,,,,,,,0.99,0.015Kg,0.4,0.05Kg,,,,,,,,,,,1.39,0.015Kg,,,,,,,,,,
Okra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0.256Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salad Veggies,,,,,,,0.89,0.400Kg,,,1.59,0.400Kg,1.7,0.450Kg,1.79,0.500Kg,,,,,3.68,0.850Kg,,,,,,,3.58,1.000Kg,,,,,,,,,,,,,,,3.38,1Kg,,,,,,,,,,,,,,,,,,,,,1.18,.4Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.2Kg,,,0.79,0.1Kg,,,,,,,,,,,0.79,0.1Kg,,,,,0.79,0.1Kg,,,0.79,0.1Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,1pcs,,,,,,,,,0.85,1pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,1pcs,,,,,,,,,,,,,,,0.79,1pcs,,,,,,,,,,,,,,,,,0.59,1pcs,,,,,,
Ginger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.141Kg,,,,,,,,,,,,,,,,
Curry Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.015Kg,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,,,,,,,,,,,1.12,0.628Kg,,,,,,,,,,,,,,,,,1,0.559Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.397Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2Kg,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,1.000Kg,,,,,,,,,2.49,0.001Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,1Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,1 Kilo,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,1Kg,,,,,,,,,2.89,2Kg,,,,,2.69,1Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,0.500Kg,,,,,,,,,,,,,,,,,,,,,2.69,0.500Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.500Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,0.5Kg,0.89,0.5Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,1Kg,,,,,,,,,,,,,,,,,,,,
Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,.1Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,0.899Kg,,,,,,,0.98,0.658Kg,,,,,,,1.18,0.8Kg,,,,,,,,,,,,,,,0.6,0.4Kg,,,1.04,0.7Kg,,,,,1.22,0.7Kg,,,,,,,1.34,0.674Kg,,,,,1.79,0.8Kg,,,,,,,,,,,,,0.88,0.682Kg,,,,,,,,,,,,,,,,,,,,,,,,
Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,1pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,0.2Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
